correction_id,change_kind,source_id,target_id,description,evidence,status
correction.o009.random.expect.kernels.kernel-product-integrand-variable,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Use the integration variable y in the composed-kernel proof.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.negative-binomial-argument-order,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Put the stopping and success parameters before the observation n.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.negative-binomial-parameter-space,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Use the positive-integer stopping parameter space for the negative binomial family.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.normal-density-half-factor,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Restore the one-half factor in the general normal density exponent.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.normal-kernel-orientation,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Keep the parameter first and observation second in the normal kernel.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.normal-kernel-positive-power,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Restrict density powers to positive n; the identity kernel at n=0 has no Lebesgue density.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.normal-kernel-square-variables,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Use x consistently as the output variable in the squared normal kernel.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.normal-mixture-equality,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Restore the missing equality sign in the normal-mixture density calculation.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.operator-codomain,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Place Kf in the bounded-function space on its actual domain S.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.operator-norm-bound,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,State the valid norm inequality for an arbitrary bounded function.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.poisson-left-action-statement,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,State the correct left action for g(r)=r under the Poisson family.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.poisson-left-action-value,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Evaluate the gamma integral as n+1 rather than n.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.positive-measure-cone-linearity,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Do not call the positive-measure cone a real vector space.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.probability-measure-parenthesis,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Remove the extra closing parenthesis in the measure-space reference.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.probability-product-argument,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Supply the state argument in the probability-kernel product calculation.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.product-density-reference-measure,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,"Use rho, the target reference measure, in the product-density conclusion.",authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.right-operator-domain,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,Integrate the right action of a kernel over its target space T.,authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.expect.kernels.sequence-index,source-content-repair,unit.o009.random.expect.kernels,unit.o009.random.expect.kernels,"Use j, rather than the unrelated i, as the index of the disjoint family.",authority/random/static/expect/Kernels.html; build/site/expect/Kernels.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.chapman-kolmogorov-all-state-proof,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Prove Chapman-Kolmogorov under P_x without conditioning on zero-probability state events.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.discount-factor-name,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Use the standard economic name for a present-value multiplier below one.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.doubly-stochastic-potential-alpha-symbol,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Replace the undefined scalar a by alpha throughout the verified potential matrix.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.doubly-stochastic-state-symbol,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Use the declared state-space symbol in the column-sum condition.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.favicon-svg-mime,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Use the registered SVG media type for the local favicon.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.finite-chain-exercise-all-state-expectation,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the finite-chain expectation under the all-state law P_x.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.finite-chain-exercise-all-state-probability,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the finite-chain path probability under the all-state law starting at a.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.finite-dimensional-chain-reflow,deterministic-output,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Reflow the finite-dimensional product law for readable narrow-screen rendering.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.finite-dimensional-state-tuple-power,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Place an (n+1)-tuple in the correct Cartesian power and remove the stray comma.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.finite-dimensional-tower-proof,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Prove the finite-dimensional law by tower recursion rather than a chain rule over potentially null histories.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.hitting-time-proof-domains,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State both entrance-time events without an invalid X_{-1} term and exclude n=0 from first-positive hitting.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.homogeneous-all-state-expectation,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the homogeneous expectation identity almost surely through the all-state transition operator.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.homogeneous-all-state-process-law-prose,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Explain time homogeneity through the admitted all-state Markov family rather than null-event point conditioning.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.homogeneous-all-state-transition-version,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Define time homogeneity through a consistent all-state transition family rather than null-event point conditioning.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.last-visit-supremum-and-infinity,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Define the last visit for zero or infinitely many positive visits and state its events on the correct domains.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.limiting-link-case,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Repair the case-sensitive selected-page URL.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.nonhomogeneous-enlargement-cardinality,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,The product of two countable discrete state spaces remains countable.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.positive-probability-history-condition,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Restrict point conditioning to positive-probability histories and make the indexing valid at n=0.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-definition-entries,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Attach the entrywise state domain to an entrywise potential-matrix definition.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-product-reflow,deterministic-output,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Reflow the double-series product for readable narrow-screen rendering.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-result-label,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Label the proved inverse relation as a result and supply visible reference text.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-set-visits-conditioning,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Take the expected number of visits under the all-state law P_x.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-shift-reference,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Cite the defining series used by the shift identity.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.potential-visit-count-reflow,deterministic-output,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Reflow the visit-count identity and express it under the all-state law P_x.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.random-time-all-state-geometric-mixture,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the geometric-time mixture under each P_x and remove null-event and event-expectation notation.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.random-walk-all-state-kernel-proof,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Prove the random-walk kernel almost surely and define every row without null-event point conditioning.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.random-walk-integer-symbol,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Use the declared integer-set macro.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.resolvent-beta-symbol,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Replace the undefined q by the declared parameter beta.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.resolvent-geometric-reflow,deterministic-output,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Reflow the finite geometric-sum reduction for readable narrow-screen rendering.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.restricted-matrix-positive-time,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Separate zero time and express the positive-time restricted law under P_x with an empty-intersection convention at n=1.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.sampling-index-origin,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Define n_0 before using Y_0=X_{n_0}.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.stationary-versus-time-homogeneous-terminology,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Distinguish time-homogeneous transitions from stationarity of the process law.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.stopping-sigma-field-display-language,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Localize the prose retained inside the source formula.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.strong-markov-all-state-future-law-prose,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Carry the all-state Markov family through the post-stopping-time explanatory prose.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.strong-markov-homogeneous-introduction,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the time-homogeneity hypothesis needed for a future law depending only on the stopped state.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.strong-markov-homogeneous-kernel-form,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,State the strong Markov property for homogeneous chains using the consistent transition family.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-distribution-all-state-mixture,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,"Propagate the initial distribution by its mixture of all-state transition laws, without null-event conditioning.",authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-distribution-proof-reference,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Cite the P_n=P^n operator identity used by the distribution-propagation proof.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-matrix-all-state-definition,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Define every transition row through the admitted all-state Markov family.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-matrix-all-state-kernel-prose,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,"Carry the all-state convention through transition rows, row sums, and kernel notation.",authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-operator-all-state-expectation,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Express the n-step transition operator through expectations under the all-state laws P_x.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.transition-result-label-and-fragment,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Label the statement as a result and repair the missing hash in its fragment link.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.two-state-potential-matrix,source-content-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,Replace the incorrect resolvent; the corrected spectral decomposition equals (I-alpha P)^(-1) and satisfies R_0=I.,authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.discrete.visible-doubly-stochastic-reference,source-link-repair,unit.o009.random.markov.discrete,unit.o009.random.markov.discrete,"Supply visible, accessible fallback text for the doubly stochastic example reference.",authority/random/static/markov/Discrete.html; build/site/markov/Discrete.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.bounded-measurable-function-space,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Describe B as bounded measurable functions, not bounded linear functions.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.chapman-kolmogorov-kernel-proof,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Correct the duplicated time variable and prove Chapman-Kolmogorov with the all-state Markov family.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.coarser-filtration-arbitrary-stopping-time,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Make the proof cover the same possibly infinite stopping times as the stated strong Markov property.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.continuous-chain-holding-time-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Qualify the exponential holding-time claim by homogeneity and regularity.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.deterministic-recurrence-operator,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Apply the transition operator to f, not to the recurrence map g.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-cadlag-version-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the path-regularity conclusion with its continuous-time Markov-family scope.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-characterization-time-index,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Make the process time index agree with its continuous-time semigroup.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-discrete-state-qualification,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Do not claim that every infinite-state discrete-time chain preserves C0.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-norm-limit-localization,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Localize the remaining English limit connector inside the Feller display.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-semigroup-definition,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the standard C0-preserving Feller definition that is needed by the later semigroup results.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.feller-semigroup-prose,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Remove duplicated prose and retain the infinite-discrete C0 qualification.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.filtration-completeness-event-sigma-algebra,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Place null events in the event sigma-algebra rather than the state sigma-algebra.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.finite-dimensional-differential-law,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared initial law in differential notation.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.finite-dimensional-initial-measure,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared initial law in the two-time distribution.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.finite-memory-positive-length,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Require a positive number of remembered states.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.full-information-filtration-name,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Distinguish the full-information filtration from the usual trivial filtration {empty set, Omega}.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.full-information-filtration-tail-name,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the corrected full-information name consistently through the end of the paragraph.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.gaussian-kernel-at-time-zero,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Represent time zero by the identity kernel rather than a nonexistent Lebesgue density.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.gaussian-semigroup-kernel-notation,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the time-zero semigroup in terms of kernels; only positive-time Gaussian members have Lebesgue densities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.harmonic-function-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Keep harmonic functions inside the bounded-function domain of the transition operators.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.homogeneity-consistent-transition-kernels,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Define homogeneity through consistent all-state kernels instead of pointwise conditioning on possibly null events.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.increment-density-reference-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the reference-measure and support conditions behind translated densities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.increment-density-semigroup-time-zero-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the all-time convolution identity for measures and only assert a density identity when all densities exist.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.kolmogorov-construction-standard-borel-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State a standard-Borel hypothesis for Kolmogorov extension.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.levy-process-convention,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Use the standard continuous-time, stochastic-continuity, and initial-state convention for Lévy processes.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.levy-weak-continuity,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Specify continuous time and weak convergence to the point mass at zero.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-feller-c0-argument,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Justify the C0-preserving Feller property rather than inferring it from pointwise continuity alone.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-state-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared real state space in the deterministic flow example.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-transition-operator-real-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real state space declared by the ODE example in the transition-operator formula.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.poisson-transition-support,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Define the Poisson mass for negative differences and at time zero.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.product-sigma-algebra-parenthesis,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Remove the extra parenthesis in the product sigma-algebra condition.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.product-state-space-parenthesis,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Close the product measurable-space pair correctly.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-clock-kernel-and-markov-proof,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Add joint measurability and kernel hypotheses and prove the Markov property for the random-clock enlargement.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-walk-real-density-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real domain for the partial-sum transition density.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-walk-real-n-step-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real state space consistently in the n-step random-walk kernel.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
